price,area,quan,phuong,latitude,longitude,may_lanh,tu_lanh,gio_tu_do,wc_rieng,ban_cong,co_bep,cho_de_xe,gan_sieu_thi,gan_quan_an,gan_truong_hoc
5900000,119,Thành phố Thủ Đức,Phường Long Trường (Quận 9 cũ),10.7986355,106.82374,1,1,0,0,1,0,0,1,0,0
3600000,113,Quận Tân Phú,Phường Tân Thành,10.786532,106.6367,1,1,1,0,0,1,0,1,0,0
3500000,98,Quận 3,Phường 11,10.783588,106.67461,1,1,1,0,1,1,0,0,0,0
4800000,111,Quận Phú Nhuận,Phường 7,10.80358,106.688774,1,0,1,0,0,1,1,0,0,0
3000000,119,Thành phố Thủ Đức,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),10.841042,106.71453,0,0,1,0,1,0,0,0,0,0
3200000,111,Quận Phú Nhuận,Phường 9,10.806858,106.67589,0,0,0,0,0,0,0,0,0,1
1400000,110,Quận Gò Vấp,Phường 17,10.835556,106.67932,1,1,1,0,0,1,1,0,0,0
4700000,100,Quận 5,Phường 6,10.7506695,106.66966,0,0,1,0,0,0,0,0,0,1
4800000,105,Quận 10,Phường 2,10.764038,106.67408,1,1,1,1,1,0,0,0,0,1
4100000,109,Quận Bình Thạnh,Phường 13,10.835073,106.70322,1,0,1,1,1,1,1,0,0,0
4300000,105,Quận 10,Phường 13,10.778862,106.6572,0,0,0,0,1,0,0,0,0,0
2600000,110,Quận Gò Vấp,Phường 14,10.855022,106.655785,1,0,1,1,0,1,1,1,0,0
3500000,110,Quận Gò Vấp,Phường 5,10.826223,106.68931,0,0,1,1,0,0,0,0,0,0
4000000,119,Thành phố Thủ Đức,Phường An Khánh (Quận 2 cũ),10.7967205,106.733345,0,0,0,0,0,0,0,0,0,0
3500000,107,Quận 12,Phường An Phú Đông,10.831359,106.69259,1,0,1,1,0,1,0,0,0,0
3200000,114,Thành phố Thủ Đức,Phường Linh Tây (Quận Thủ Đức cũ),10.83993,106.73826,1,0,1,1,0,0,1,0,0,1
1300000,119,Thành phố Thủ Đức,Phường Linh Tây (Quận Thủ Đức cũ),10.852818,106.75241,1,0,0,0,0,0,0,1,0,1
5400000,96,Quận 1,Phường Cô Giang,10.762449,106.69413,0,0,1,0,1,1,0,1,0,1
3700000,102,Quận 7,Phường Tân Hưng,10.743049,106.69693,0,0,1,0,1,0,0,0,0,1
3500000,102,Quận 7,Phường Bình Thuận,10.741786,106.72275,0,0,1,0,1,1,0,0,0,1
4300000,103,Quận 8,Phường 7,10.710696,106.62515,0,0,1,0,0,0,1,0,0,1
3900000,111,Quận Phú Nhuận,Phường 9,10.802517,106.677605,0,0,0,0,1,0,1,0,1,1
2400000,110,Quận Gò Vấp,Phường 11,10.839031,106.66008,0,0,0,1,1,1,1,0,0,1
4800000,112,Quận Tân Bình,Phường 4,10.794867,106.657394,0,0,0,0,1,0,0,0,0,0
3500000,109,Quận Bình Thạnh,Phường 17,10.794244,106.7087,0,0,1,0,0,0,1,0,0,0
3500000,110,Quận Gò Vấp,Phường 14,10.856016,106.65122,1,0,1,0,1,0,0,0,1,1
3700000,109,Quận Bình Thạnh,Phường 27,10.816065,106.71914,1,0,1,0,1,0,1,1,1,1
7500000,112,Quận Tân Bình,Phường 3,10.793279,106.66229,1,1,1,0,1,1,1,0,0,0
3200000,113,Quận Tân Phú,Phường Phú Thọ Hòa,10.786331,106.627655,1,1,1,1,1,0,0,0,0,0
1000000,108,Quận Bình Tân,Phường Bình Trị Đông B,10.731425,106.60523,0,0,0,0,1,0,0,0,0,0
2800000,112,Quận Tân Bình,Phường 15,10.823378,106.62968,0,0,1,0,0,0,0,0,0,0
2500000,119,Thành phố Thủ Đức,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),10.850668,106.72051,0,0,1,1,1,0,0,0,0,0
1390000,103,Quận 8,Phường 4,10.744056,106.67321,1,1,1,0,0,1,0,1,1,1
2200000,108,Quận Bình Tân,Phường Bình Trị Đông,10.76186,106.61362,0,0,1,0,0,0,0,0,0,0
5300000,102,Quận 7,Phường Tân Hưng,10.751245,106.69202,0,0,1,0,1,1,0,0,0,0
3000000,110,Quận Gò Vấp,Phường 17,10.838614,106.67312,1,0,1,0,0,1,0,0,0,0
1500000,119,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),10.83164,106.72092,1,1,0,1,0,1,0,0,0,1
3500000,112,Quận Tân Bình,Phường 10,10.779637,106.64737,0,0,1,0,0,1,0,0,0,1
4500000,110,Quận Gò Vấp,Phường 14,10.853783,106.655,1,0,1,0,1,0,1,0,0,0
4500000,109,Quận Bình Thạnh,Phường 26,10.807631,106.71158,0,0,0,0,1,0,0,0,0,0
3800000,109,Quận Bình Thạnh,Phường 26,10.806782,106.71189,0,0,0,0,1,0,1,0,0,0
5000000,119,Thành phố Thủ Đức,Phường Phú Hữu (Quận 9 cũ),10.812905,106.79195,1,0,1,0,1,0,0,1,0,0
4200000,113,Quận Tân Phú,Phường Hiệp Tân,10.772731,106.62452,1,1,1,0,1,1,1,0,0,0
3000000,112,Quận Tân Bình,Phường 10,10.779637,106.64737,1,1,1,0,0,1,0,0,0,1
5800000,118,Huyện Nhà Bè,Xã Phước Kiển,10.710114,106.70477,1,1,1,0,1,1,1,1,0,0
5500000,109,Quận Bình Thạnh,Phường 25,10.798032,106.721535,1,1,1,0,0,1,0,0,1,1
5900000,111,Quận Phú Nhuận,Phường 11,10.79138,106.67805,0,0,0,0,1,0,0,0,0,1
4300000,102,Quận 7,Phường Tân Thuận Đông,10.750181,106.73025,0,0,1,0,0,0,0,0,0,1
3900000,103,Quận 8,Phường 2,10.740142,106.677925,1,0,0,0,0,0,1,0,0,0
1500000,107,Quận 12,Phường Thới An,10.87607,106.655655,0,0,1,1,0,0,0,0,0,0
3600000,109,Quận Bình Thạnh,Phường 17,10.794244,106.7087,1,0,1,0,0,1,1,0,0,0
4000000,112,Quận Tân Bình,Phường 12,10.795135,106.64925,0,0,0,0,1,0,0,0,0,0
2600000,107,Quận 12,Phường Đông Hưng Thuận,10.826005,106.62658,0,0,1,0,0,0,1,0,0,0
3000000,108,Quận Bình Tân,Phường Bình Trị Đông,10.771977,106.611084,0,0,0,0,0,0,0,0,0,0
2400000,107,Quận 12,Phường Tân Chánh Hiệp,10.866965,106.6249,0,0,1,0,0,0,1,0,0,0
5000000,102,Quận 7,Phường Tân Phong,10.736469,106.70863,0,1,1,1,1,1,0,1,1,1
5700000,103,Quận 8,Phường 4,10.740142,106.677925,0,0,1,0,1,0,0,0,0,0
4000000,119,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),10.827286,106.720245,0,0,1,0,1,0,1,0,0,1
2600000,108,Quận Bình Tân,Phường Bình Hưng Hoà B,10.7879305,106.59311,0,0,1,1,1,1,1,0,0,1
4300000,109,Quận Bình Thạnh,Phường 5,10.815049,106.68783,1,0,1,0,1,1,0,0,0,0
3800000,113,Quận Tân Phú,Phường Tân Sơn Nhì,10.793895,106.62877,0,1,1,0,1,1,0,0,0,1
4500000,102,Quận 7,Phường Tân Kiểng,10.742816,106.69533,0,0,1,0,1,0,0,1,0,0
4500000,102,Quận 7,Phường Tân Hưng,10.751245,106.69202,0,0,1,0,1,0,0,1,0,1
3500000,99,Quận 4,Phường 16,10.758842,106.71114,0,0,0,0,0,0,0,0,0,0
5300000,110,Quận Gò Vấp,Phường 15,10.851464,106.66785,1,1,0,0,1,1,0,0,0,0
5200000,111,Quận Phú Nhuận,Phường 7,10.802923,106.68544,1,1,1,0,1,1,0,0,0,0
4300000,119,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),10.843796,106.72714,1,0,1,0,1,0,0,0,0,1
3400000,112,Quận Tân Bình,Phường 2,10.813324,106.665085,0,0,1,0,0,0,0,0,0,0
2700000,111,Quận Phú Nhuận,Phường 2,10.797108,106.68692,0,0,0,1,0,0,1,1,1,0
1200000,115,Huyện Bình Chánh,Xã Bình Hưng,10.720011,106.670395,0,0,1,0,0,1,0,0,0,0
3900000,100,Quận 5,Phường 9,10.752478,106.66688,0,0,1,0,1,0,0,0,0,0
3900000,113,Quận Tân Phú,Phường Tây Thạnh,10.812291,106.62618,0,0,0,0,0,0,0,1,0,0
1600000,110,Quận Gò Vấp,Phường 1,10.8105,106.6825,1,1,0,1,0,1,0,0,0,1
2500000,108,Quận Bình Tân,Phường Bình Trị Đông,10.776182,106.61098,1,0,1,1,1,1,1,0,0,0
1700000,103,Quận 8,Phường 16,10.725149,106.62618,1,0,0,1,0,0,0,0,0,0
3600000,110,Quận Gò Vấp,Phường 5,10.826223,106.68931,0,0,0,0,0,0,1,0,0,1
7000000,119,Thành phố Thủ Đức,Phường An Phú (Quận 2 cũ),10.798679,106.73689,0,0,0,0,0,0,0,0,0,0
2300000,108,Quận Bình Tân,Phường Bình Trị Đông A,10.770323,106.59671,1,0,1,0,1,0,1,0,0,0
2000000,107,Quận 12,Phường Trung Mỹ Tây,10.845549,106.61507,0,0,1,1,1,0,1,0,0,0
1800000,107,Quận 12,Phường Đông Hưng Thuận,10.843384,106.63061,0,0,0,0,0,0,0,0,0,1
3700000,105,Quận 10,Phường 13,10.78055,106.66897,0,0,1,0,1,0,0,0,1,0
6500000,105,Quận 10,Phường 12,10.773856,106.677704,0,0,1,0,1,0,0,0,0,1
4200000,111,Quận Phú Nhuận,Phường 4,10.80645,106.68088,0,0,1,0,1,0,0,0,0,0
3900000,100,Quận 5,Phường 2,10.756908,106.67998,0,1,0,0,0,0,0,0,0,1
3200000,109,Quận Bình Thạnh,Phường 25,10.8014965,106.722946,0,0,1,0,0,0,1,0,0,1
2300000,98,Quận 3,Phường 11,10.783588,106.67461,0,0,0,0,1,0,0,1,0,0
4500000,102,Quận 7,Phường Tân Quy,10.740958,106.7102,0,0,1,0,0,0,1,1,0,1
2800000,113,Quận Tân Phú,Phường Sơn Kỳ,10.800476,106.62203,0,0,1,0,1,0,0,0,1,0
2900000,100,Quận 5,Phường 14,10.752839,106.65492,0,0,0,0,0,0,1,0,0,0
4500000,109,Quận Bình Thạnh,Phường 13,10.824377,106.70332,1,0,1,1,1,0,1,0,0,1
3300000,110,Quận Gò Vấp,Phường 1,10.818331,106.68956,1,0,1,0,1,1,1,1,0,0
3400000,102,Quận 7,Phường Tân Kiểng,10.751848,106.71244,1,0,0,1,0,1,0,1,0,0
3500000,105,Quận 10,Phường 13,10.777635,106.656075,0,0,0,0,0,0,0,0,0,0
2700000,102,Quận 7,Phường Tân Phong,10.7262,106.6984,1,0,1,0,1,1,1,0,0,1
3500000,103,Quận 8,Phường 1,10.74446,106.689064,1,0,1,0,0,0,0,1,0,1
4000000,109,Quận Bình Thạnh,Phường 13,10.835073,106.70322,0,0,1,0,1,0,1,0,0,0
3900000,113,Quận Tân Phú,Phường Phú Thạnh,10.7790985,106.62425,0,0,1,1,1,0,1,1,0,1
3000000,102,Quận 7,Phường Tân Hưng,10.751245,106.69202,1,0,0,1,1,0,0,0,0,0
1600000,108,Quận Bình Tân,Phường Bình Trị Đông,10.761774,106.61271,0,0,1,1,0,0,0,0,0,0
3500000,102,Quận 7,Phường Tân Hưng,10.751245,106.69202,0,0,1,0,0,0,1,0,0,1
3700000,109,Quận Bình Thạnh,Phường 13,10.820698,106.702156,0,0,1,0,0,0,1,0,0,0
2000000,119,Thành phố Thủ Đức,Phường Linh Trung (Quận Thủ Đức cũ),10.862516,106.764366,1,0,0,0,0,0,0,0,0,1
4600000,110,Quận Gò Vấp,Phường 17,10.835556,106.67932,1,0,1,0,1,0,0,0,0,0
2700000,110,Quận Gò Vấp,Phường 8,10.842612,106.64269,1,1,1,0,1,1,0,0,0,0
2500000,110,Quận Gò Vấp,Phường 5,10.8261385,106.69274,0,0,1,1,0,0,0,0,0,0
3200000,102,Quận 7,Phường Tân Kiểng,10.750463,106.71505,1,0,0,0,1,0,0,0,0,1
2600000,103,Quận 8,Phường 6,10.734088,106.656166,0,0,0,1,0,0,0,0,1,0
4500000,99,Quận 4,Phường 16,10.755125,106.71241,0,0,0,0,0,1,0,0,0,0
2800000,100,Quận 5,Phường 2,10.756908,106.67998,1,0,0,0,0,0,0,0,0,0
1600000,109,Quận Bình Thạnh,,,,1,1,1,0,1,1,1,0,0,0
3000000,119,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),10.841253,106.72581,0,0,1,0,1,1,0,0,0,1
3000000,113,Quận Tân Phú,Phường Tân Sơn Nhì,10.795454,106.6384,0,0,1,1,1,1,0,0,0,1
1500000,108,Quận Bình Tân,Phường Bình Hưng Hoà B,10.803335,106.59082,0,0,1,0,0,0,0,0,0,0
1900000,107,Quận 12,Phường Đông Hưng Thuận,10.837862,106.6286,0,0,0,0,0,0,0,0,0,0
7000000,105,Quận 10,Phường 12,10.773856,106.677704,0,0,1,0,0,1,0,0,0,1
3500000,103,Quận 8,Phường 3,10.745962,106.68301,0,0,1,0,0,0,0,0,0,0
3300000,113,Quận Tân Phú,Phường Phú Trung,10.775896,106.64097,0,0,1,1,1,0,1,1,0,1
3300000,110,Quận Gò Vấp,Phường 5,10.8261385,106.69274,0,0,1,0,0,0,0,0,0,1
1750000,100,Quận 5,Phường 2,10.756908,106.67998,0,0,0,0,0,1,0,0,0,0
2400000,112,Quận Tân Bình,Phường 15,10.823,106.629776,0,0,1,0,1,1,0,0,0,0
2500000,119,Thành phố Thủ Đức,Phường Trường Thạnh (Quận 9 cũ),10.824791,106.82841,0,0,1,0,0,0,0,0,0,1
4100000,111,Quận Phú Nhuận,Phường 9,10.808407,106.67364,1,0,1,1,1,1,0,1,0,0
4400000,102,Quận 7,Phường Tân Hưng,10.747492,106.702194,1,0,0,0,0,0,1,0,0,0
5000000,112,Quận Tân Bình,Phường 13,10.801824,106.64747,1,0,0,0,1,1,0,0,0,0
3300000,110,Quận Gò Vấp,Phường 15,10.844375,106.673294,0,0,1,0,1,1,0,1,0,1
2200000,108,Quận Bình Tân,Phường Bình Trị Đông B,10.754935,106.61923,1,1,1,0,0,1,0,1,0,1
4000000,112,Quận Tân Bình,Phường 2,10.813324,106.665085,1,0,1,1,0,1,1,0,0,0
5000000,105,Quận 10,Phường 13,10.78055,106.66897,1,1,1,1,1,1,1,0,0,1
2800000,102,Quận 7,Phường Tân Phong,10.7262,106.6984,1,0,1,0,1,1,1,0,0,1
3200000,109,Quận Bình Thạnh,Phường 2,10.796152,106.69833,1,0,0,0,1,0,0,0,0,0
1500000,108,Quận Bình Tân,Phường An Lạc,10.723135,106.61112,0,0,0,0,0,1,0,0,0,0
2700000,112,Quận Tân Bình,Phường 3,10.795624,106.66396,1,0,1,0,1,0,1,0,0,0
3400000,110,Quận Gò Vấp,Phường 3,10.821217,106.677795,1,1,1,1,1,1,0,1,1,1
3300000,112,Quận Tân Bình,Phường 14,10.79992,106.64019,0,0,1,0,1,0,1,0,0,1
5000000,109,Quận Bình Thạnh,Phường 11,10.817114,106.6942,1,0,1,1,1,0,0,1,0,1
3200000,119,Thành phố Thủ Đức,Phường Phú Hữu (Quận 9 cũ),10.789116,106.8073,1,0,1,0,0,0,1,0,0,0
2000000,109,Quận Bình Thạnh,Phường 25,10.8014965,106.722946,1,0,1,0,0,1,0,0,0,1
3100000,109,Quận Bình Thạnh,Phường 12,10.8081255,106.70639,0,0,1,0,1,0,1,0,0,0
2500000,113,Quận Tân Phú,Phường Tân Sơn Nhì,10.799231,106.63215,0,0,1,0,0,0,0,0,0,1
6000000,102,Quận 7,Phường Phú Mỹ,10.716242,106.73605,0,0,0,0,0,0,0,0,0,0
5800000,112,Quận Tân Bình,Phường 2,10.813305,106.66763,0,0,0,1,1,1,1,0,0,0
2800000,110,Quận Gò Vấp,Phường 5,10.834881,106.687355,1,1,1,0,1,0,0,0,1,0
3200000,107,Quận 12,Phường Thạnh Xuân,10.885642,106.67296,1,0,0,0,0,0,0,0,0,0
4000000,102,Quận 7,Phường Bình Thuận,10.741705,106.72976,0,0,0,0,1,0,0,1,1,1
3500000,119,Thành phố Thủ Đức,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),10.832658,106.71398,0,0,1,0,1,0,1,0,0,1
4500000,102,Quận 7,Phường Tân Kiểng,10.749123,106.7102,1,1,1,0,1,1,0,1,0,1
3000000,111,Quận Phú Nhuận,Phường 9,10.810502,106.67849,0,0,1,0,1,1,1,0,0,0
4500000,98,Quận 3,Phường 10,10.779811,106.681465,0,0,1,0,0,0,0,0,0,0
3500000,113,Quận Tân Phú,Phường Sơn Kỳ,10.80366,106.622345,0,0,1,0,0,0,0,0,0,0
3000000,107,Quận 12,Phường Trung Mỹ Tây,10.852522,106.62439,0,1,1,0,0,1,0,1,0,1
3500000,102,Quận 7,Phường Tân Quy,10.742042,106.715775,0,0,0,0,0,0,0,1,0,0
3500000,113,Quận Tân Phú,Phường Tân Quý,10.790068,106.621864,0,0,1,1,1,0,1,1,0,1
1900000,107,Quận 12,Phường Đông Hưng Thuận,10.837862,106.6286,0,0,0,0,0,0,0,0,0,0
2300000,111,Quận Phú Nhuận,Phường 4,10.808282,106.67847,0,0,0,1,1,0,0,0,0,1
2500000,108,Quận Bình Tân,Phường An Lạc,10.725474,106.611145,0,0,0,0,0,0,0,0,0,0
3800000,119,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),10.833995,106.72641,1,0,1,1,1,0,0,0,0,0
3800000,109,Quận Bình Thạnh,Phường 14,10.806891,106.69506,0,0,1,0,1,0,1,0,0,1
3500000,110,Quận Gò Vấp,Phường 5,10.826223,106.68931,0,0,1,0,0,0,0,0,0,1
3000000,105,Quận 10,Phường 9,10.766314,106.669106,1,0,1,0,1,0,0,0,0,1
2800000,108,Quận Bình Tân,Phường Bình Hưng Hòa,10.809558,106.601166,1,1,1,0,1,0,0,0,0,0
4200000,102,Quận 7,Phường Tân Hưng,10.747492,106.702194,1,0,0,0,0,0,0,0,0,0
1700000,108,Quận Bình Tân,Phường Bình Trị Đông A,10.774326,106.59967,0,0,1,1,1,1,1,0,0,1
4200000,112,Quận Tân Bình,Phường 2,10.813324,106.665085,0,0,0,0,1,0,1,0,0,0
2700000,119,Thành phố Thủ Đức,Phường Linh Đông (Quận Thủ Đức cũ),10.841434,106.74382,0,0,1,0,1,0,0,0,0,1
6400000,119,Thành phố Thủ Đức,Phường An Khánh (Quận 2 cũ),10.785133,106.72941,0,0,0,0,1,0,0,0,0,0
1800000,109,Quận Bình Thạnh,Phường 12,10.8081255,106.70639,1,0,1,0,1,0,1,0,0,0
4200000,119,Thành phố Thủ Đức,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),10.835623,106.71386,0,0,1,0,1,0,1,0,0,0
2700000,109,Quận Bình Thạnh,Phường 26,10.810255,106.7123,0,0,1,0,1,1,0,0,0,0
3700000,111,Quận Phú Nhuận,Phường 4,10.810502,106.67849,1,0,1,0,1,1,1,0,0,0
5000000,111,Quận Phú Nhuận,Phường 9,10.810502,106.67849,0,0,1,0,1,0,0,0,0,0
3800000,110,Quận Gò Vấp,Phường 17,10.8261385,106.69274,0,0,1,0,0,0,1,0,0,0
1600000,112,Quận Tân Bình,Phường 14,10.796143,106.64101,0,0,1,0,1,0,0,0,0,0
2000000,108,Quận Bình Tân,Phường Tân Tạo A,10.749576,106.593666,1,0,0,0,0,1,0,0,0,0
4000000,109,Quận Bình Thạnh,Phường 2,10.796152,106.69833,0,0,1,0,1,1,1,0,0,0
4000000,113,Quận Tân Phú,Phường Tân Thành,10.793849,106.63339,1,0,1,0,1,0,1,1,1,1
3500000,110,Quận Gò Vấp,Phường 12,10.834721,106.63944,0,0,1,0,0,0,0,0,0,0
4200000,105,Quận 10,Phường 15,10.780046,106.66201,1,0,1,0,1,1,0,1,0,0
1390000,99,Quận 4,Phường 13,10.7643,106.707,1,1,1,0,0,1,0,1,0,1
3800000,109,Quận Bình Thạnh,Phường 25,10.800724,106.72102,0,0,1,0,1,0,1,0,0,1
3500000,109,Quận Bình Thạnh,Phường 25,10.802469,106.71143,0,0,0,0,0,0,1,0,0,1
2500000,113,Quận Tân Phú,Phường Tân Thới Hòa,10.7669115,106.62672,0,0,0,0,0,0,0,0,0,0
1500000,100,Quận 5,Phường 14,10.751064,106.65457,0,0,0,0,0,0,1,0,0,0
3400000,110,Quận Gò Vấp,Phường 8,10.842244,106.65124,1,0,0,0,1,1,0,0,0,0
3400000,119,Thành phố Thủ Đức,Phường Bình Thọ (Quận Thủ Đức cũ),10.844864,106.769485,1,1,1,0,0,0,0,0,0,0
3000000,110,Quận Gò Vấp,Phường 11,10.845288,106.661316,1,1,0,0,0,1,0,0,0,0
4700000,109,Quận Bình Thạnh,Phường 11,10.8161335,106.6963,1,1,1,0,0,1,0,0,0,0
3500000,113,Quận Tân Phú,Phường Tân Quý,10.790068,106.621864,1,1,1,1,0,1,0,0,1,0
2500000,107,Quận 12,Phường Tân Thới Nhất,10.826358,106.625824,0,0,1,0,0,0,0,0,0,0
4000000,110,Quận Gò Vấp,Phường 12,10.841923,106.64362,0,0,1,0,1,0,0,0,0,0
3500000,101,Quận 6,Phường 10,10.742688,106.645226,0,0,1,0,0,0,0,0,0,1
2200000,107,Quận 12,Phường Thới An,10.87607,106.655655,0,0,1,0,1,0,0,0,0,0
2000000,110,Quận Gò Vấp,Phường 14,10.850746,106.64534,0,0,1,0,0,1,1,0,0,1
1500000,100,Quận 5,Phường 14,10.751064,106.65457,0,0,0,0,0,0,1,0,0,1
4200000,119,Thành phố Thủ Đức,Phường Linh Trung (Quận Thủ Đức cũ),10.864332,106.780876,1,1,0,0,1,0,1,0,0,1
3800000,102,Quận 7,Phường Tân Hưng,10.747492,106.702194,1,0,0,0,0,0,1,0,0,0
4500000,112,Quận Tân Bình,Phường 10,10.775101,106.6482,0,0,1,0,1,1,0,1,1,0
4600000,109,Quận Bình Thạnh,Phường 26,10.80783,106.70933,1,1,1,0,1,1,1,0,1,1
4900000,102,Quận 7,Phường Bình Thuận,10.743138,106.72601,0,0,1,0,1,0,0,1,0,1
1100000,108,Quận Bình Tân,Phường Tân Tạo A,10.753343,106.590256,0,0,1,0,0,0,0,0,0,0
3600000,107,Quận 12,Phường Đông Hưng Thuận,10.843384,106.63061,1,0,1,0,0,0,0,0,0,0
2200000,119,Thành phố Thủ Đức,Phường Long Bình (Quận 9 cũ),10.884788,106.82346,0,0,1,0,0,0,0,0,0,1
3700000,96,Quận 1,Phường Nguyễn Cư Trinh,10.763,106.686806,0,0,0,0,0,0,0,0,0,0
2300000,107,Quận 12,Phường Tân Chánh Hiệp,10.86927,106.61769,0,0,0,0,0,0,0,0,0,0
3000000,107,Quận 12,Phường Thạnh Lộc,10.866282,106.67992,1,0,1,0,0,0,0,0,0,0
4600000,112,Quận Tân Bình,Phường 4,10.79804,106.65861,1,1,1,0,1,0,0,0,0,0
3700000,110,Quận Gò Vấp,Phường 5,10.82634,106.692505,0,0,0,0,0,0,1,0,0,0
5300000,112,Quận Tân Bình,Phường 13,10.807614,106.64618,0,0,0,0,1,0,1,0,0,0
2800000,118,Huyện Nhà Bè,Xã Phước Kiển,10.69601,106.704796,1,1,0,0,1,1,0,0,0,1
4300000,103,Quận 8,Phường 5,10.73865,106.6592,0,0,1,0,1,0,0,0,0,0
2300000,113,Quận Tân Phú,Phường Tân Quý,10.790068,106.621864,0,0,1,1,1,0,0,0,1,1
1600000,110,Quận Gò Vấp,Phường 16,10.842498,106.66773,1,1,1,0,0,0,0,1,0,0
2000000,100,Quận 5,Phường 14,10.751064,106.65457,0,0,0,0,0,0,1,0,0,1
1490000,96,Quận 1,Phường Bến Nghé,10.773795,106.70372,1,1,1,0,0,1,0,1,1,1
2500000,108,Quận Bình Tân,Phường Bình Hưng Hoà B,10.789686,106.59583,0,0,1,0,1,0,0,0,0,0
4000000,98,Quận 3,Phường 10,10.781254,106.67666,0,0,0,1,1,1,0,0,1,1
3500000,112,Quận Tân Bình,Phường 4,10.79804,106.65861,1,1,1,0,1,0,0,0,0,0
2700000,113,Quận Tân Phú,Phường Phú Thạnh,10.771323,106.63767,1,0,1,1,1,1,0,0,1,0
3600000,110,Quận Gò Vấp,Phường 11,10.846861,106.65127,0,0,1,0,0,0,0,0,0,0
4400000,111,Quận Phú Nhuận,Phường 1,10.799188,106.680275,1,0,1,0,1,1,0,0,0,0
6500000,110,Quận Gò Vấp,Phường 17,10.842118,106.67632,1,0,1,0,0,1,0,0,0,0
3800000,102,Quận 7,Phường Tân Hưng,10.747492,106.702194,1,0,0,0,0,0,0,0,0,0
4000000,119,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),10.825581,106.728294,0,1,0,0,1,0,0,0,0,1
4000000,109,Quận Bình Thạnh,Phường 12,10.817935,106.698265,1,1,1,0,1,0,0,0,0,0
3400000,110,Quận Gò Vấp,Phường 6,10.842352,106.67678,1,0,1,0,1,1,0,0,0,0
5000000,119,Thành phố Thủ Đức,Phường Linh Xuân (Quận Thủ Đức cũ),10.880408,106.7736,1,1,1,1,1,1,1,0,0,1
2600000,108,Quận Bình Tân,Phường Bình Trị Đông,10.776182,106.61098,0,0,1,0,0,0,0,0,1,1
3000000,103,Quận 8,Phường 5,10.73865,106.6592,0,0,0,1,1,1,1,1,0,1
4900000,119,Thành phố Thủ Đức,Phường Bình Trưng Tây (Quận 2 cũ),10.782241,106.76376,0,0,1,1,1,1,0,1,0,1
2400000,108,Quận Bình Tân,Phường Bình Hưng Hoà B,10.8154,106.5922,1,0,1,0,1,0,0,0,0,0
4500000,111,Quận Phú Nhuận,Phường 7,10.799359,106.68861,0,0,1,0,0,0,0,1,1,0
5500000,111,Quận Phú Nhuận,Phường 3,10.8026705,106.68213,0,0,1,0,1,0,0,1,1,0
5700000,110,Quận Gò Vấp,Phường 7,10.832094,106.68267,0,0,0,0,1,0,0,0,0,0
2200000,112,Quận Tân Bình,Phường 7,10.788349,106.65701,0,0,0,0,0,0,0,0,0,0
4500000,98,Quận 3,Phường Võ Thị Sáu,10.785193,106.68901,1,0,1,1,0,1,1,0,0,0
2600000,119,Thành phố Thủ Đức,Phường Tam Phú (Quận Thủ Đức cũ),10.865809,106.74197,0,0,1,1,0,1,1,0,0,0
5000000,109,Quận Bình Thạnh,Phường 5,10.80905,106.685646,0,0,0,0,1,0,0,0,0,0
3000000,119,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A (Quận 9 cũ),10.840954,106.79719,0,0,1,0,0,1,1,0,0,1
3000000,112,Quận Tân Bình,Phường 10,10.774889,106.647995,1,0,0,0,1,0,1,0,0,0
3800000,113,Quận Tân Phú,Phường Tân Sơn Nhì,10.802295,106.63635,0,0,1,0,1,0,0,0,0,0
4000000,112,Quận Tân Bình,Phường 13,10.807394,106.64035,1,0,1,0,1,1,1,0,0,1
2200000,110,Quận Gò Vấp,Phường 7,10.8286,106.68101,1,0,1,0,0,1,0,0,0,1
1200000,109,Quận Bình Thạnh,Phường 1,10.798137,106.69766,0,0,1,0,0,0,0,0,0,1
2000000,107,Quận 12,Phường Đông Hưng Thuận,10.846031,106.62989,0,0,0,0,0,0,0,0,0,1
1390000,102,Quận 7,Phường Tân Thuận Tây,10.75477,106.72645,1,1,1,0,0,1,0,1,1,1
2700000,108,Quận Bình Tân,Phường Bình Trị Đông A,10.7823,106.59924,0,0,1,0,0,0,1,0,0,0
3900000,119,Thành phố Thủ Đức,Phường Hiệp Phú (Quận 9 cũ),10.848467,106.774895,0,0,1,0,1,0,0,1,0,0
4000000,111,Quận Phú Nhuận,Phường 3,10.799478,106.68016,0,0,1,0,1,1,0,0,0,1
